index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Additional_Info,Price
4323,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,No info,15129.0
4324,SpiceJet,9/05/2019,Chennai,Kolkata,MAA → CCU,08:20,2h 15m,non-stop,No info,3911.0
4325,IndiGo,12/06/2019,Delhi,Cochin,DEL → COK,21:05,3h 15m,non-stop,No info,6015.0
4326,IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,5h 5m,1 stop,nan,5073.0
4327,Air India,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,26h 35m,2 stops,No info,9443.0
4328,Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,No info,8040.0
4329,Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,No info,7229.0
4330,Air India,06/03/2019,Banglore,New Delhi,BLR → HBX → BOM → BHO → DEL,12:00,11h 25m,3 stops,No info,9443.0
4331,Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,18h 50m,2 stops,No info,13292.0
4332,IndiGo,3/04/2019,Kolkata,Banglore,CCU → BLR,11:30,2h 35m,non-stop,No info,4174.0
4333,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,14h 20m,1 stop,No info,16736.0
4334,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,In-flight meal not included,5198.0
4335,IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,5h,1 stop,No info,5073.0
4336,Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,No info,10197.0
4337,SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No check-in baggage included,3543.0
4338,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,In-flight meal not included,7229.0
4339,Air India,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19h 40m,2 stops,No info,10966.0
4340,Air Asia,6/04/2019,Kolkata,Banglore,CCU → BLR,22:50,2h 30m,non-stop,No info,3807.0
4341,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,16h 55m,1 stop,In-flight meal not included,10262.0
4342,SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,5158.0
4343,Air India,21/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,25h 20m,1 stop,No info,6010.0
4344,Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,22h,2 stops,No info,13376.0
4345,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:40,22h 45m,2 stops,No info,11543.0
4346,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,9h 20m,1 stop,In-flight meal not included,15342.0
4347,Vistara,24/05/2019,Banglore,Delhi,BLR → DEL,19:30,2h 45m,non-stop,No info,5823.0
4348,Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,11:30,2h 40m,non-stop,No info,5403.0
4349,SpiceJet,1/06/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No info,3873.0
4350,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,8h 20m,1 stop,No info,6979.0
4351,Air India,12/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,23h 30m,2 stops,No info,13437.0
4352,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,16h 55m,1 stop,In-flight meal not included,6017.0
4353,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,11:35,2h 25m,non-stop,No info,7295.0
4354,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,24h 55m,1 stop,No info,13044.0
4355,Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,11:10,2h 55m,non-stop,In-flight meal not included,4030.0
4356,Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,27h 5m,2 stops,nan,13942.0
4357,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,11h 45m,1 stop,No info,14781.0
4358,Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,10231.0
4359,IndiGo,27/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,5h 20m,1 stop,No info,5530.0
4360,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,5h 45m,1 stop,In-flight meal not included,10844.0
4361,Air India,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h 15m,1 stop,No info,8372.0
4362,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,06:50,12h 55m,1 stop,No info,16289.0
4363,Air India,6/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,11701.0
4364,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 30m,1 stop,No info,9385.0
4365,Jet Airways,9/04/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,In-flight meal not included,4544.0
4366,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,14h 10m,1 stop,In-flight meal not included,11087.0
4367,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,04:40,2h 35m,non-stop,No info,5224.0
4368,IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,09:35,2h 35m,non-stop,No info,4804.0
4369,Air India,12/03/2019,Mumbai,Hyderabad,BOM → MAA → HYD,05:55,14h 40m,1 stop,No info,6901.0
4370,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:35,7h 45m,1 stop,In-flight meal not included,5999.0
4371,Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,21:00,2h 50m,non-stop,No info,5403.0
4372,Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,13h 30m,2 stops,No info,13014.0
4373,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,21h 35m,2 stops,In-flight meal not included,11507.0
4374,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,No info,12192.0
4375,IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,14:25,3h 15m,non-stop,No info,5000.0
4376,SpiceJet,3/04/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No check-in baggage included,3841.0
4377,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,5h 50m,1 stop,No info,12347.0
4378,Vistara,15/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No info,11982.0
4379,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,In-flight meal not included,13029.0
4380,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,11h 40m,1 stop,No info,16736.0
4381,IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 35m,non-stop,No info,4174.0
4382,SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No check-in baggage included,3841.0
4383,IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,21:15,3h,non-stop,No info,3943.0
4384,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,10h 35m,1 stop,No info,6442.0
4385,Air India,9/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,07:05,36h 10m,2 stops,No info,11762.0
4386,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,4174.0
4387,IndiGo,18/06/2019,Kolkata,Banglore,CCU → BLR,04:40,2h 35m,non-stop,No info,4804.0
4388,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,11h 30m,1 stop,No info,13377.0
4389,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,22:20,2h 50m,non-stop,No info,8855.0
4390,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 55m,1 stop,No info,7741.0
4391,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,5h 15m,1 stop,No info,22270.0
4392,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,12h 15m,1 stop,No info,7740.0
4393,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,26h 40m,2 stops,No info,14960.0
4394,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,09:55,8h 55m,1 stop,No info,12032.0
4395,Air India,6/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,1h 20m,non-stop,No info,5462.0
4396,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 5m,1 stop,No info,12347.0
4397,Air India,27/03/2019,Chennai,Kolkata,MAA → CCU,11:40,2h 15m,non-stop,No info,3145.0
4398,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,8h 40m,1 stop,In-flight meal not included,7832.0
4399,IndiGo,21/06/2019,Kolkata,Banglore,CCU → BLR,15:15,2h 30m,non-stop,No info,4804.0
4400,IndiGo,9/03/2019,Delhi,Cochin,DEL → MAA → COK,02:05,5h 5m,1 stop,No info,10482.0
4401,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,16h 55m,1 stop,In-flight meal not included,12373.0
4402,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → COK,07:05,15h 15m,1 stop,No info,10478.0
4403,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,18h 45m,2 stops,In-flight meal not included,13029.0
4404,Air India,21/03/2019,Delhi,Cochin,DEL → MAA → COK,12:30,20h 55m,1 stop,No info,6482.0
4405,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,10h,1 stop,No info,15554.0
4406,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,10h 15m,1 stop,No info,10197.0
4407,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,16:45,28h 20m,1 stop,nan,7662.0
4408,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 30m,1 stop,No info,7888.0
4409,Air Asia,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,15h 55m,1 stop,No info,5192.0
4410,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,10h 40m,1 stop,In-flight meal not included,6007.0
4411,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,5h 55m,1 stop,No info,14360.0
4412,SpiceJet,1/03/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 40m,non-stop,No info,4622.0
4413,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,15:15,2h 30m,non-stop,No info,5054.0
4414,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,7h 30m,1 stop,In-flight meal not included,9663.0
4415,GoAir,9/05/2019,Delhi,Cochin,DEL → AMD → COK,07:25,6h 10m,1 stop,No info,5842.0
4416,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,8h 30m,1 stop,No info,15603.0
4417,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,22:10,2h 45m,non-stop,No info,5618.0
4418,IndiGo,3/03/2019,Kolkata,Banglore,CCU → BLR,14:20,2h 35m,non-stop,No info,6565.0
4419,SpiceJet,15/04/2019,Delhi,Cochin,DEL → BLR → COK,17:55,4h 55m,1 stop,No info,5221.0
4420,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,9h 20m,2 stops,In-flight meal not included,10368.0
4421,Air India,24/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,12h 45m,1 stop,nan,7480.0
4422,Jet Airways,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,24h 50m,2 stops,No info,13882.0
4423,IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,07:10,2h 55m,non-stop,No info,4823.0
4424,SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,17:10,2h 30m,non-stop,No info,3873.0
4425,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,17h 55m,1 stop,No info,12121.0
4426,Air India,24/06/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,5510.0
4427,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,No info,7229.0
4428,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,No info,8040.0
4429,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h,1 stop,No info,14714.0
4430,Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,In-flight meal not included,7229.0
4431,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,14h 15m,2 stops,No info,6653.0
4432,IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,11h 5m,1 stop,No info,6442.0
4433,IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,21:25,2h 40m,non-stop,No info,4804.0
4434,Air India,9/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,20h 10m,2 stops,No info,9417.0
4435,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,No info,7229.0
4436,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,9h 50m,1 stop,In-flight meal not included,15400.0
4437,Air India,3/04/2019,Banglore,Delhi,BLR → DEL,13:20,2h 50m,non-stop,No info,9443.0
4438,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,9h 35m,1 stop,No info,9264.0
4439,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12h,1 stop,No info,13587.0
4440,SpiceJet,1/05/2019,Chennai,Kolkata,MAA → CCU,08:20,2h 15m,non-stop,No info,3597.0
4441,Air Asia,27/04/2019,Banglore,Delhi,BLR → DEL,04:55,2h 50m,non-stop,No info,4282.0
4442,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,9h 50m,1 stop,In-flight meal not included,10844.0
4443,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23h 45m,1 stop,In-flight meal not included,7832.0
4444,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21h 35m,1 stop,No info,11467.0
4445,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,17h 55m,1 stop,No info,10953.0
4446,IndiGo,9/03/2019,Kolkata,Banglore,CCU → BLR,20:25,2h 40m,non-stop,No info,4148.0
4447,SpiceJet,9/05/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,3873.0
4448,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,22:10,2h 50m,non-stop,No info,3943.0
4449,Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,5h 30m,1 stop,No info,6151.0
4450,Vistara,12/03/2019,Mumbai,Hyderabad,BOM → DEL → HYD,08:45,14h 10m,1 stop,No info,12080.0
4451,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,14h 5m,1 stop,No info,13584.0
4452,Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,23:25,2h 45m,non-stop,No info,5192.0
4453,IndiGo,1/04/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,5h 25m,1 stop,No info,6284.0
4454,IndiGo,24/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,3h 40m,1 stop,No info,4226.0
4455,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,9h 30m,1 stop,No info,6442.0
4456,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,8h 40m,1 stop,In-flight meal not included,12373.0
4457,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,9h 10m,1 stop,No info,11297.0
4458,Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,15h 20m,2 stops,No info,14083.0
4459,Jet Airways,3/06/2019,Delhi,Cochin,DEL → COK,11:00,3h 15m,non-stop,In-flight meal not included,7202.0
4460,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,9h 50m,1 stop,No info,11667.0
4461,Air India,15/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,21h 5m,1 stop,No info,5932.0
4462,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,10h 30m,1 stop,No info,9001.0
4463,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,6h 35m,1 stop,In-flight meal not included,11507.0
4464,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2227.0
4465,IndiGo,15/05/2019,Delhi,Cochin,DEL → MAA → COK,07:15,5h 15m,1 stop,No info,5636.0
4466,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,10h 25m,2 stops,No info,10197.0
4467,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,20:25,5h 5m,1 stop,No info,5054.0
4468,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,07:10,9h,1 stop,In-flight meal not included,5999.0
4469,IndiGo,1/05/2019,Banglore,Delhi,BLR → DEL,07:10,2h 55m,non-stop,No info,4823.0
4470,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,7h 15m,1 stop,nan,8479.0
4471,Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,15h 30m,1 stop,No info,8452.0
4472,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,No info,14924.0
4473,Air India,3/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,23h 30m,2 stops,No info,10441.0
4474,Jet Airways,6/06/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,In-flight meal not included,6478.0
4475,IndiGo,1/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,4h 25m,1 stop,nan,3809.0
4476,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,1 Long layover,18581.0
4477,IndiGo,9/06/2019,Kolkata,Banglore,CCU → BLR,22:15,2h 35m,non-stop,No info,5224.0
4478,IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:10,8h 20m,1 stop,No info,8330.0
4479,Air India,9/06/2019,Banglore,Delhi,BLR → DEL,10:00,2h 45m,non-stop,No info,6961.0
4480,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,In-flight meal not included,10262.0
4481,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 30m,1 stop,No info,13727.0
4482,GoAir,27/04/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,3898.0
4483,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13h 30m,1 stop,In-flight meal not included,11087.0
4484,Air Asia,6/04/2019,Banglore,Delhi,BLR → DEL,23:55,2h 50m,non-stop,No info,3383.0
4485,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,25h 20m,1 stop,No info,12557.0
4486,Jet Airways,21/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,22h 5m,2 stops,In-flight meal not included,8273.0
4487,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,25h 30m,1 stop,In-flight meal not included,10262.0
4488,Jet Airways,9/04/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,13h 30m,2 stops,No info,11664.0
4489,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,5h 5m,1 stop,In-flight meal not included,11507.0
4490,Air India,27/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,8372.0
4491,Air India,21/04/2019,Banglore,Delhi,BLR → DEL,06:10,2h 45m,non-stop,No info,6121.0
4492,Vistara,21/03/2019,Banglore,New Delhi,BLR → DEL,16:00,2h 35m,non-stop,No info,5613.0
4493,IndiGo,6/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,5h 20m,1 stop,No info,5298.0
4494,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,17h 30m,1 stop,No info,15764.0
4495,Air Asia,15/06/2019,Delhi,Cochin,DEL → BLR → COK,07:55,14h 30m,1 stop,No info,6253.0
4496,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,6h 15m,1 stop,In-flight meal not included,8586.0
4497,Jet Airways,27/03/2019,Delhi,Cochin,DEL → IXC → BOM → COK,06:20,22h 5m,2 stops,No info,12273.0
4498,IndiGo,15/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2227.0
4499,Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,In-flight meal not included,5769.0
4500,Vistara,18/04/2019,Delhi,Cochin,DEL → COK,14:40,3h 10m,non-stop,No info,6216.0
4501,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h 15m,1 stop,No info,16108.0
4502,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,14h 55m,1 stop,No info,6270.0
4503,Air India,12/04/2019,Banglore,Delhi,BLR → DEL,21:05,2h 50m,non-stop,nan,5911.0
4504,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,14h 50m,1 stop,No info,31825.0
4505,SpiceJet,6/05/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,7h 15m,1 stop,No info,8479.0
4506,Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,25h 55m,1 stop,No info,9397.0
4507,IndiGo,3/04/2019,Delhi,Cochin,DEL → COK,05:35,3h 15m,non-stop,No info,4729.0
4508,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,25h 30m,1 stop,No info,14714.0
4509,IndiGo,15/05/2019,Kolkata,Banglore,CCU → BLR,17:15,2h 35m,non-stop,No info,4804.0
4510,IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,20:25,2h 45m,non-stop,No info,4804.0
4511,Air India,1/04/2019,Mumbai,Hyderabad,BOM → HYD,21:05,1h 20m,non-stop,No info,2050.0
4512,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,No info,10197.0
4513,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h,1 stop,No info,12192.0
4514,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,14323.0
4515,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,10h 15m,1 stop,No info,14848.0
4516,Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,06:45,27h 50m,2 stops,No info,12358.0
4517,Jet Airways,21/05/2019,Banglore,Delhi,BLR → DEL,18:55,3h 5m,non-stop,nan,4030.0
4518,Air India,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,26h 35m,2 stops,No info,8656.0
4519,IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,11h 50m,1 stop,No info,14871.0
4520,GoAir,27/03/2019,Delhi,Cochin,DEL → AMD → COK,06:00,7h 20m,1 stop,No info,4563.0
4521,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,20:00,2h 50m,non-stop,No info,4823.0
4522,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,15:15,2h 55m,non-stop,No info,7229.0
4523,Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,No info,7229.0
4524,Air India,21/04/2019,Delhi,Cochin,DEL → BLR → COK,06:10,16h 50m,1 stop,No info,7174.0
4525,Air India,21/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,24h 50m,2 stops,No info,11071.0
4526,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,16h 5m,1 stop,No info,6979.0
4527,IndiGo,15/05/2019,Chennai,Kolkata,MAA → CCU,07:55,2h 20m,non-stop,No info,3850.0
4528,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,13h 20m,1 stop,No info,11507.0
4529,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,7h 30m,1 stop,In-flight meal not included,12373.0
4530,Air India,18/05/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,18h 20m,2 stops,No info,13801.0
4531,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,08:30,2h 50m,non-stop,No info,4823.0
4532,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,20:05,1h 35m,non-stop,No info,2227.0
4533,SpiceJet,27/06/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No check-in baggage included,4319.0
4534,Air India,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,27h 40m,1 stop,No info,14462.0
4535,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,27h 35m,1 stop,In-flight meal not included,8586.0
4536,Air India,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,11h 15m,1 stop,No info,7662.0
4537,Jet Airways,3/05/2019,Mumbai,Hyderabad,BOM → HYD,07:05,1h 25m,non-stop,In-flight meal not included,4995.0
4538,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12h,1 stop,No info,7408.0
4539,Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,1h 30m,non-stop,No info,5678.0
4540,Jet Airways,9/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,1h 30m,non-stop,No info,5678.0
4541,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,15h 50m,1 stop,No info,26890.0
4542,Air India,6/03/2019,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,37h 25m,2 stops,No info,13904.0
4543,Jet Airways,1/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,8h 25m,2 stops,In-flight meal not included,15318.0
4544,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,10h 25m,1 stop,No info,6314.0
4545,Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,10h 25m,1 stop,No info,10203.0
4546,SpiceJet,15/06/2019,Chennai,Kolkata,MAA → CCU,08:20,2h 15m,non-stop,No info,3597.0
4547,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,8h 55m,1 stop,No info,8266.0
4548,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,14h 45m,1 stop,In-flight meal not included,12373.0
