index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
8842,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,88.35799999999999
8843,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.161
8844,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,74.513
8845,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,85.006
8846,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,76.347
8847,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,64.918
8848,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,58.437
8849,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,58.277
8850,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,42.681
8851,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,55.254
8852,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,38.829
8853,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,16.717
8854,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,70.111
8855,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,14.005999999999998
8856,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.035
8857,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,46.282
8858,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,81.223
8859,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,75.082
8860,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.393
8861,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,76.431
8862,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,44.258
8863,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,53.6
8864,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.232
8865,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,40.896
8866,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,72.23899999999999
8867,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,81.1
8868,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,34.811
8869,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,92.287
8870,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,43.512
8871,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,29.77
8872,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.42
8873,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,29.048
8874,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.2
8875,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,43.442
8876,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8877,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,65.083
8878,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,91.797
8879,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,26.817
8880,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,37.235
8881,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,61.087
8882,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.593
8883,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,58.144
8884,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,51.792
8885,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,90.943
8886,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,66.982
8887,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,50.855
8888,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.145
8889,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.66
8890,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,55.943000000000005
8891,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,18.579
8892,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,37.386
8893,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,59.097
8894,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.66199999999999
8895,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,98.057
8896,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,36.066
8897,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,18.234
8898,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,68.65
8899,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,85.14200000000001
8900,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,17.570999999999998
8901,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,42.964
8902,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,76.048
8903,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,16.29
8904,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,67.225
8905,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,82.825
8906,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,99.98
8907,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,59.38
8908,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,26.058000000000003
8909,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,13.629
8910,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.969
8911,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,26.008000000000003
8912,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,25.975
8913,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,91.181
8914,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,67.058
8915,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,46.049
8916,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,43.161
8917,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.67
8918,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,24.473000000000003
8919,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,46.2
8920,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8921,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.76
8922,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,54.412
8923,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,52.022
8924,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,28.013
8925,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,25.773000000000003
8926,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,30.316
8927,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,11.367
8928,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.64
8929,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,60.2
8930,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,85.421
8931,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,53.775
8932,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,15.855
8933,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,32.725
8934,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,89.655
8935,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,74.039
8936,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,71.649
8937,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,32.092
8938,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,71.158
8939,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,58.978
8940,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,13.901
8941,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,52.774
8942,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,71.377
8943,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,48.23
8944,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,61.538
8945,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,51.77
8946,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,93.876
8947,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,95.356
8948,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,53.61600000000001
8949,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.367
8950,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,11.374
8951,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,21.616
8952,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,92.052
8953,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,49.592
8954,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.91
8955,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,39.765
8956,Serbia,SRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,52.114
8957,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,49.613
8958,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,34.667
8959,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8960,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,100.0
8961,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,56.476000000000006
8962,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,50.643
8963,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,14.869000000000002
8964,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,31.785
8965,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,54.967
8966,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,15.997
8967,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,75.938
8968,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,18.492
8969,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,33.526
8970,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,28.565
8971,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,43.74100000000001
8972,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,32.284
8973,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,66.15
8974,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,23.076
8975,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,83.914
8976,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,73.527
8977,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,50.473
8978,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,28.338
8979,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,20.888
8980,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,30.449
8981,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,22.873
8982,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,31.139
8983,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,22.897
8984,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,9.854
8985,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,61.87
8986,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,62.653
8987,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,45.018
8988,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,80.93
8989,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,44.379
8990,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,11.746
8991,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,66.99
8992,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.493
8993,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,78.413
8994,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,77.63600000000001
8995,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,90.835
8996,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,38.08
8997,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,20.464
8998,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,86.605
8999,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,22.579
9000,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,90.917
9001,West Bank and Gaza,WBG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,70.705
9002,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,24.249
9003,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,36.638000000000005
9004,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1996,32.132
9005,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,52.27009003015311
9006,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,40.8572035569034
9007,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,61.6616566303815
9008,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,38.8360109113611
9009,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,33.9676955579374
9010,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,72.2167687413268
9011,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,68.1106078672847
9012,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,56.97977867794791
9013,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,71.2668768614121
9014,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,34.557281655740105
9015,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,27.6713015901437
9016,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,76.3354760314971
9017,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,77.9645991217425
9018,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,75.8858754024773
9019,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,73.90181771025951
9020,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,71.4395773991232
9021,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,23.511915929709
9022,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,37.0942805417431
9023,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,24.0991001841224
9024,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,31.9354427316016
9025,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,57.3904164884273
9026,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,54.2184217411211
9027,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,38.3064422086736
9028,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,78.04528452361609
9029,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,75.037370186784
9030,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,39.8053031411714
9031,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,33.564899200903504
9032,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,39.588406914236295
9033,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,26.6439033558698
9034,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,29.7189399306297
9035,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,29.709331617132
9036,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,45.1390802081708
9037,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,45.4162581506848
9038,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,20.356
9039,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,40.035
9040,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,57.544
9041,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,86.771
9042,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,93.18
9043,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,30.268
9044,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,33.221
9045,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,88.564
9046,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,65.50399999999999
9047,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,47.946000000000005
9048,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,86.50399999999999
9049,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,65.8
9050,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,51.588
9051,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,81.396
9052,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,88.382
9053,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,22.438
9054,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,33.509
9055,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,68.687
9056,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,96.924
9057,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,47.573
9058,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,37.385
9059,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,100.0
9060,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,22.401
9061,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,60.38
9062,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,39.369
9063,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,50.677
9064,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,79.048
9065,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,69.666
9066,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,68.23100000000001
9067,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,15.875
9068,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,7.617999999999999
9069,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,50.637
9070,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,18.06
9071,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,43.755
9072,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,78.34
9073,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,100.0
9074,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,37.394
9075,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,21.538
9076,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,30.416
9077,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,85.17200000000001
9078,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,32.883
9079,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,71.146
9080,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,28.213
9081,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,33.742
9082,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,57.299
9083,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,56.365
9084,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,41.964
9085,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,55.17
9086,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,74.618
9087,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,89.00200000000001
9088,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,68.283
9089,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,74.382
9090,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,85.03299999999999
9091,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,76.393
9092,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1997,65.005
