Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,23:00,1 stop,No info,16736.0,15.0h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,nan,1 stop,No info,13941.0,15.166666666666666h
Air India,15/03/2019,Banglore,nan,BLR → GAU → DEL,13:50,22:10,1 stop,No info,9166.0,8.333333333333334h
Air India,3/03/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 04 Mar,1 stop,No info,12677.0,25.58333333333333h
Air India,24/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,non-stop,No info,4405.0,2.25h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,nan,23:35,1 stop,nan,12121.0,14.0h
Air India,6/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,non-stop,No info,6121.0,2.833333333333333h
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,09:20 19 May,1 stop,No info,14388.0,24.916666666666668h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10:55 02 Apr,1 stop,No info,11467.0,14.5h
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 13 Mar,1 stop,No info,13817.0,13.0h
Air India,6/05/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,non-stop,No info,3100.0,1.25h
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:15,1 stop,No info,nan,7.583333333333333h
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,23:25 25 Mar,1 stop,No info,13759.0,nanh
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,00:25,03:15,non-stop,No info,3943.0,2.833333333333333h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:35 28 Mar,1 stop,No info,12327.0,7.333333333333333h
IndiGo,12/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,non-stop,No info,4049.0,1.5h
SpiceJet,1/06/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 02 Jun,non-stop,nan,3573.0,2.9166666666666665h
Air Asia,15/05/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,non-stop,No info,4409.0,2.5h
Air India,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25 28 Mar,2 stops,No info,6565.0,26.33333333333333h
IndiGo,nan,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Apr,non-stop,No info,4174.0,2.6666666666666665h
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,non-stop,In-flight meal not included,4030.0,3.0h
Air Asia,21/03/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,4082.0,2.583333333333333h
Air India,24/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,09:10,11:05 25 May,2 stops,No info,6117.0,25.916666666666668h
Jet Airways,21/03/2019,nan,New Delhi,BLR → BDQ → DEL,05:50,12:20,1 stop,In-flight meal not included,6163.0,6.5h
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 28 Mar,1 stop,In-flight meal not included,6540.0,12.416666666666666h
SpiceJet,12/05/2019,Kolkata,nan,CCU → MAA → BLR,15:05,20:20,1 stop,nan,4649.0,5.25h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,21:50,19:00 10 Jun,1 stop,In-flight meal not included,nan,21.166666666666668h
Vistara,6/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,5613.0,2.75h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,non-stop,No info,6144.0,3.0h
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,22:05 13 May,1 stop,No info,13067.0,29.08333333333333h
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 07 Mar,non-stop,No info,7608.0,2.9166666666666665h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 10 Jun,1 stop,No info,7198.0,15.5h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,1 stop,No info,13941.0,7.083333333333333h
nan,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Jun,2 stops,In-flight meal not included,10368.0,18.75h
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,non-stop,No check-in baggage included,3543.0,2.25h
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,non-stop,No info,4462.0,2.6666666666666665h
Air India,24/03/2019,Kolkata,Banglore,CCU → IXR → BBI → BLR,05:50,13:40,2 stops,No info,8005.0,7.833333333333333h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35 02 Apr,1 stop,In-flight meal not included,7064.0,27.666666666666668h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 02 May,1 stop,No info,12121.0,24.666666666666668h
Air India,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19:15,2 stops,No info,8918.0,7.25h
Air India,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,21:50,1 stop,No info,8891.0,12.416666666666666h
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,1 stop,No info,10203.0,6.25h
Multiple carriers,15/05/2019,Delhi,Cochin,nan,13:00,21:00,1 stop,No info,8073.0,8.0h
IndiGo,3/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:20,1 stop,No info,11237.0,6.166666666666667h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 13 Jun,2 stops,No info,13376.0,21.666666666666668h
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,1 stop,nan,6513.0,15.333333333333334h
Jet Airways,24/05/2019,Kolkata,nan,CCU → BOM → BLR,18:55,04:40 25 May,1 stop,No info,13731.0,9.75h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 02 Apr,1 stop,In-flight meal not included,7064.0,23.83333333333333h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,1 stop,No info,16736.0,13.416666666666666h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 16 May,1 stop,In-flight meal not included,8586.0,14.083333333333334h
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,1 stop,No info,11789.0,13.0h
nan,24/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,non-stop,No info,5224.0,2.583333333333333h
IndiGo,15/05/2019,Delhi,Cochin,DEL → COK,21:05,00:20 16 May,non-stop,No info,6834.0,3.25h
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 Jun,1 stop,No info,6316.0,9.5h
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50 22 Mar,2 stops,No info,11869.0,32.083333333333336h
Air Asia,6/03/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 07 Mar,non-stop,No info,4384.0,2.5h
IndiGo,21/04/2019,Kolkata,Banglore,nan,14:25,16:55,nan,No info,5644.0,2.5h
Air India,9/03/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 10 Mar,2 stops,No info,nan,23.0h
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 07 Jun,1 stop,No info,nan,15.5h
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,21:20,2 stops,No info,10090.0,11.583333333333334h
Jet Airways,6/03/2019,Mumbai,Hyderabad,BOM → IDR → DEL → HYD,17:50,16:50 07 Mar,2 stops,No info,20845.0,23.0h
Vistara,24/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,non-stop,No info,4878.0,2.583333333333333h
IndiGo,nan,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,non-stop,No info,2227.0,1.5h
IndiGo,18/05/2019,Delhi,Cochin,DEL → HYD → COK,nan,16:10,1 stop,No info,6442.0,8.583333333333334h
SpiceJet,27/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 28 May,non-stop,No check-in baggage included,3257.0,2.9166666666666665h
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,nan,08:45,non-stop,nan,7229.0,nanh
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,20:30,13:45 02 May,2 stops,No info,nan,17.25h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,10:10,13:00,non-stop,No info,10067.0,2.833333333333333h
Air India,15/03/2019,Delhi,Cochin,DEL → COK,14:10,17:10,non-stop,No info,5674.0,3.0h
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,10:25 02 Mar,1 stop,No info,20800.0,20.33333333333333h
nan,18/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,22:30,1 stop,No info,7144.0,15.666666666666666h
Air India,27/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,non-stop,No info,6094.0,2.833333333333333h
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,non-stop,In-flight meal not included,4050.0,1.5h
SpiceJet,24/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,non-stop,No check-in baggage included,3859.0,2.25h
Jet Airways,21/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,10:20,18:50 22 Mar,2 stops,No info,11664.0,32.5h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,2 stops,In-flight meal not included,7731.0,14.166666666666666h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,19:10,1 stop,No info,12692.0,9.583333333333334h
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 19 May,2 stops,No info,11307.0,20.166666666666668h
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 10 Jun,1 stop,In-flight meal not included,8586.0,7.5h
IndiGo,21/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,1 stop,No info,5746.0,4.083333333333333h
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,1 stop,No info,13378.0,11.25h
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,non-stop,No info,7486.0,2.75h
SpiceJet,6/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,non-stop,No info,7298.0,2.583333333333333h
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,1 stop,No info,7005.0,9.333333333333334h
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,non-stop,No info,4804.0,2.583333333333333h
IndiGo,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,12:55,1 stop,nan,16162.0,8.166666666666666h
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,00:30,nan,non-stop,No info,3419.0,2.9166666666666665h
Air Asia,1/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,2 stops,No info,5192.0,8.333333333333334h
Air Asia,15/04/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,non-stop,No info,4409.0,2.583333333333333h
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,No info,nan,3.0h
IndiGo,15/03/2019,Banglore,nan,BLR → HYD → DEL,16:55,21:50,1 stop,No info,5397.0,4.916666666666667h
Jet Airways,15/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,6542.0,5.0h
GoAir,27/03/2019,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,1 stop,No info,5281.0,8.916666666666666h
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,1 stop,No info,8266.0,6.416666666666667h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,1 stop,In-flight meal not included,10262.0,5.0h
Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,20:25 25 Mar,1 stop,No info,11105.0,24.08333333333333h
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,In-flight meal not included,4544.0,3.0h
Air India,6/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,4960.0,2.5h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,05:05 07 Mar,1 stop,No info,16736.0,20.166666666666668h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 02 Jun,1 stop,No info,13377.0,nanh
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,non-stop,No info,2227.0,1.5h
Air India,15/03/2019,nan,Hyderabad,BOM → HYD,06:20,07:40,non-stop,No info,3100.0,1.3333333333333333h
Air India,9/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,3100.0,1.3333333333333333h
SpiceJet,18/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,non-stop,No info,3873.0,2.583333333333333h
IndiGo,3/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:35,non-stop,No info,5232.0,1.5h
Jet Airways,nan,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,nan,3359.0,3.083333333333333h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,non-stop,No info,6144.0,2.9166666666666665h
nan,6/03/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:00,1 stop,No info,7725.0,4.416666666666667h
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,21:05,23:55,non-stop,No info,4441.0,2.833333333333333h
Air India,27/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,19:15 28 Jun,3 stops,No info,10703.0,38.0h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 13 Jun,1 stop,In-flight meal not included,8529.0,12.916666666666666h
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,13:20,1 stop,No info,14973.0,9.333333333333334h
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,1 stop,No info,14571.0,11.416666666666666h
SpiceJet,3/06/2019,Banglore,Delhi,nan,21:10,00:05 04 Jun,non-stop,No check-in baggage included,3257.0,2.9166666666666665h
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,23:00,1 stop,In-flight meal not included,11087.0,6.083333333333333h
SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,non-stop,No info,3873.0,2.583333333333333h
SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,non-stop,No info,4423.0,2.833333333333333h
Air India,3/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 04 Jun,2 stops,No info,11753.0,20.75h
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,1 stop,No info,14571.0,7.083333333333333h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,1 stop,No info,nan,15.0h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 02 May,1 stop,No info,13941.0,14.083333333333334h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:00 22 May,1 stop,No info,16079.0,23.25h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,04:00,nan,1 stop,No info,13399.0,14.833333333333334h
Air India,6/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 07 Jun,2 stops,No info,9653.0,26.58333333333333h
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,1 stop,No info,14714.0,9.0h
Air Asia,18/06/2019,Banglore,nan,BLR → DEL,nan,13:55,nan,nan,3383.0,2.75h
nan,01/03/2019,nan,New Delhi,BLR → BOM → DEL,14:05,08:15 02 Mar,1 stop,No info,nan,18.166666666666668h
Vistara,3/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,non-stop,No info,5944.0,2.25h
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,08:15 13 May,1 stop,In-flight meal not included,9663.0,13.333333333333334h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,1 stop,No info,7740.0,9.333333333333334h
Air India,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,23:15 02 Apr,1 stop,No info,7211.0,26.75h
Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,No info,7229.0,3.083333333333333h
IndiGo,6/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,non-stop,No info,4174.0,2.583333333333333h
Air India,15/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,5170.0,2.5h
Multiple carriers,3/03/2019,Delhi,nan,DEL → BOM → COK,09:10,18:50,1 stop,No info,15135.0,9.666666666666666h
SpiceJet,9/04/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:20,1 stop,No info,4649.0,5.25h
Vistara,1/05/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,non-stop,No info,4668.0,2.6666666666666665h
Air India,12/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 13 Jun,1 stop,No info,7480.0,12.75h
Air India,18/04/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,non-stop,No info,6121.0,2.75h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 28 May,2 stops,No info,15129.0,19.916666666666668h
Air India,6/05/2019,Kolkata,Banglore,CCU → GAU → BLR,09:50,21:05,1 stop,No info,7452.0,11.25h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,10:55 07 Jun,1 stop,In-flight meal not included,10539.0,25.33333333333333h
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 07 Mar,non-stop,No info,7648.0,2.833333333333333h
SpiceJet,24/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,non-stop,No info,3925.0,2.9166666666666665h
nan,15/06/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,non-stop,No info,3597.0,2.333333333333333h
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 02 May,1 stop,nan,8586.0,15.166666666666666h
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,16:55,19:15 28 Jun,2 stops,No info,13591.0,26.33333333333333h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,1 stop,No info,9646.0,9.083333333333334h
Vistara,nan,Banglore,Delhi,BLR → DEL,09:45,12:35,non-stop,No info,4668.0,2.833333333333333h
Air India,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,20:25,1 stop,No info,10203.0,10.416666666666666h
Air India,24/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,1 stop,No info,7932.0,6.416666666666667h
Air India,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 02 Apr,1 stop,No info,7893.0,15.083333333333334h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,2 stops,In-flight meal not included,13029.0,13.5h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 13 Jun,1 stop,In-flight meal not included,10262.0,27.58333333333333h
IndiGo,12/06/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,1 stop,No info,3574.0,4.416666666666667h
Air Asia,3/06/2019,Delhi,Cochin,nan,07:55,22:25,1 stop,No info,8759.0,14.5h
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 07 Mar,1 stop,In-flight meal not included,nan,23.666666666666668h
Air India,18/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,14:35 19 May,1 stop,No info,6528.0,24.0h
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,04:25 28 Mar,1 stop,In-flight meal not included,6017.0,13.333333333333334h
Vistara,9/04/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,non-stop,No info,5613.0,2.75h
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,non-stop,No info,8040.0,1.5h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,non-stop,No info,5694.0,2.833333333333333h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 22 May,1 stop,In-flight meal not included,12898.0,25.5h
Air Asia,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,1 stop,No info,5192.0,11.833333333333334h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,19:00 02 Jun,1 stop,No info,14714.0,28.0h
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,23:00,1 stop,nan,13817.0,17.25h
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,1 stop,No info,14714.0,10.0h
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,non-stop,No info,nan,2.333333333333333h
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,non-stop,No info,6121.0,2.833333333333333h
Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 10 Jun,2 stops,No info,11642.0,12.75h
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 07 Mar,1 stop,No info,15764.0,12.416666666666666h
IndiGo,1/06/2019,Kolkata,Banglore,CCU → BLR,04:40,07:15,non-stop,No info,4804.0,2.583333333333333h
Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,19:15,2 stops,No info,13223.0,8.333333333333334h
IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,non-stop,No info,3858.0,2.4166666666666665h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,10:20,01:30 04 Jun,1 stop,No info,6795.0,15.166666666666666h
Air Asia,9/03/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:15,1 stop,No info,8327.0,5.5h
Air India,21/05/2019,Delhi,Cochin,DEL → BLR → COK,09:30,23:00,1 stop,No info,8907.0,13.5h
IndiGo,9/06/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,20:30,1 stop,No info,7095.0,5.333333333333333h
Air India,21/03/2019,Delhi,nan,DEL → BOM → COK,21:00,07:40 22 Mar,1 stop,No info,6902.0,10.666666666666666h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 22 May,2 stops,In-flight meal not included,13029.0,nanh
Air India,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,nan,No info,nan,9.25h
nan,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,1 stop,In-flight meal not included,10844.0,11.416666666666666h
Air Asia,6/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,non-stop,No info,4384.0,2.5h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,22:05,1 stop,No info,12121.0,12.5h
Jet Airways,21/05/2019,Kolkata,Banglore,nan,09:35,nan,1 stop,No info,11467.0,28.83333333333333h
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,nan,22:55,non-stop,nan,6860.0,2.9166666666666665h
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,11241.0,nanh
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,20:40 25 Mar,1 stop,No info,13759.0,24.916666666666668h
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,1 stop,No info,4226.0,3.6666666666666665h
IndiGo,9/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 10 May,1 stop,No info,9274.0,9.5h
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,1 stop,No info,12192.0,11.0h
IndiGo,nan,Kolkata,Banglore,CCU → BLR,09:35,12:20,non-stop,No info,4804.0,2.75h
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,nan,12:35 28 Jun,1 stop,In-flight meal not included,10262.0,25.08333333333333h
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 16 Jun,1 stop,In-flight meal not included,10262.0,23.58333333333333h
IndiGo,9/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,nan,No info,3175.0,1.5h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 28 May,1 stop,In-flight meal not included,12898.0,19.08333333333333h
Jet Airways,21/06/2019,Delhi,Cochin,DEL → COK,11:00,14:15,non-stop,No info,9564.0,3.25h
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,19:00 28 Jun,2 stops,No info,12819.0,29.58333333333333h
Air India,24/03/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,09:10,07:55 25 Mar,2 stops,No info,15187.0,22.75h
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 25 May,2 stops,No info,12802.0,28.33333333333333h
IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,09:35,12:10,non-stop,No info,4804.0,2.583333333333333h
